Total Household Income,Total Food Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,Fashion Spendings,Housing Expenditure,Medical Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Farming and Gardening expenses,Miscellaneous and Special Occasions Expenditure,Sex,Age,Marital Status,Total Number of Family members,Savings
68917,61867.5,470,0,2080,1234,1962,354,936,0,0,0,2413,1,32,1,3,-2399.5
91409,56662.0,1174,0,0,845,5226,1213,1404,504,0,0,4136,1,22,1,2,20245.0
70148,37457.0,2535,360,0,2930,8190,3492,780,408,0,0,3114,1,43,1,1,10882.0
115509,34844.0,2860,0,0,2215,3822,9623,3504,1008,865,0,31594,0,47,2,3,25174.0
1029722,94165.5,17564,5655,0,15074,52116,816,40704,4404,113935,0,26016,1,47,1,5,659272.5
285683,89347.5,5950,0,0,2992,76242,8922,8214,21408,0,0,11429,1,65,1,3,61178.5
91718,65785.5,7935,720,0,6740,12054,1664,1662,996,1329,0,12909,1,49,1,5,-20076.5
145000,56468.0,2200,0,0,2770,5010,379,2760,444,1710,1831,5673,1,40,1,8,65755.0
129799,74878.0,10912,5400,0,6435,6558,209,5748,708,1649,0,10874,1,52,1,6,6428.0
283030,114779.5,11065,720,0,1475,11586,5625,6294,1068,3440,0,8473,0,65,2,7,118504.5
76735,43149.5,2903,960,5200,240,1878,207,2436,0,160,0,3370,1,42,1,6,16231.5
13944,8442.0,0,0,0,70,1200,0,0,0,0,0,1456,1,66,0,1,2776.0
188725,117933.0,7280,240,0,3558,7170,1066,2076,612,680,0,11819,1,41,1,4,36291.0
363436,125920.0,2015,2175,5792,3099,9234,808,17604,1116,100,590,15522,1,60,1,8,179461.0
348733,107362.0,4780,360,0,4650,20970,6845,2490,1902,7300,0,10607,1,52,1,3,181467.0
158695,73369.0,9400,3000,5200,1650,9378,1737,9960,2634,0,0,5746,1,65,1,4,36621.0
147986,48521.0,8920,0,0,1445,6978,2984,4860,1770,9600,2594,5198,1,61,1,3,55116.0
114993,83066.0,1534,360,1061,995,5598,3525,648,912,1455,19854,3594,1,59,1,6,-7609.0
105680,40624.0,2340,300,0,0,6336,705,1566,882,0,10950,2034,1,71,1,3,39943.0
100848,64547.5,1300,0,4525,670,5106,533,2448,834,1400,0,4826,1,44,1,7,14658.5
224324,65691.5,6700,0,0,1195,9534,72589,9048,600,325,45200,19788,1,58,1,3,-6346.5
137535,111496.0,2900,0,702,1770,12078,8315,8382,1344,115,0,5118,1,59,1,6,-14685.0
107640,49535.5,120,0,0,132,9726,2106,1704,0,0,0,20520,0,73,2,3,23796.5
449922,101390.0,3000,0,0,1015,14436,38860,6378,2820,0,34505,9836,1,64,1,2,237682.0
67995,31192.0,120,0,0,2450,1836,708,720,0,0,17350,1910,1,57,1,2,11709.0
58413,53319.5,2700,0,0,550,4998,279,564,1332,324,0,2022,1,89,1,4,-7675.5
67485,67972.0,520,0,776,150,3084,730,2280,0,430,0,2304,1,37,1,9,-10761.0
65013,40897.5,4400,0,0,1015,3246,1234,600,840,280,0,4259,0,26,1,2,8241.5
187371,67287.5,2210,0,0,580,11292,2428,6420,8142,7020,4552,9728,1,60,1,4,67711.5
173870,84812.5,5610,0,0,300,15642,2040,4224,1602,5232,4400,6138,1,63,1,8,43869.5
77048,34971.5,780,360,0,445,4452,180,2136,0,0,0,1365,1,64,1,2,32358.5
168740,74340.5,7604,0,130,3640,15510,1272,5058,2616,31660,0,9308,0,42,1,7,17601.5
29544,28772.5,150,0,622,200,2712,58,642,0,0,0,925,1,67,0,1,-4537.5
158501,102136.5,2990,0,0,640,6096,3952,5364,252,1220,0,5541,1,52,1,6,30309.5
376824,81604.0,2990,0,0,4780,23178,8175,7608,408,360,0,32816,1,45,1,4,214905.0
617330,105836.5,840,0,0,2328,37614,2749,5862,1740,0,0,62768,1,73,2,5,397592.5
222813,52634.0,3105,0,0,6030,5502,6560,4800,444,10300,2330,6156,1,68,1,3,124952.0
195763,85599.5,9460,1300,0,2165,10056,1971,6564,2658,3550,0,19208,1,53,1,2,53231.5
231291,90412.5,1560,3370,9955,1530,6540,346,2016,336,0,13621,62690,1,45,0,3,38914.5
267036,97630.0,4120,0,0,5050,23088,1892,5220,4662,19535,0,30368,0,49,1,2,75471.0
130865,57613.0,390,0,2646,0,8640,200,1800,324,0,29414,2454,1,59,1,3,27384.0
89164,61368.0,1040,1300,2715,370,1854,100,1200,132,646,15325,2220,0,90,2,3,894.0
128001,72750.5,2620,300,1560,4160,4578,913,3240,216,2400,0,3324,1,34,1,5,31939.5
348242,151724.0,7020,3200,7375,3507,6756,4390,5910,3432,4435,0,18538,0,38,2,7,131955.0
79908,51282.0,2600,0,0,1370,5946,346,1800,372,0,13032,1952,1,65,1,3,1208.0
227550,122478.0,6760,650,208,1430,6510,3186,1800,300,5280,26372,7456,1,51,1,9,45120.0
248126,108598.0,4680,1570,9955,3734,9996,25666,7440,2400,9025,24572,12832,1,48,1,7,27658.0
68967,51693.5,1220,600,11765,40,7290,0,5520,180,0,0,4174,1,22,1,4,-13515.5
103490,53660.0,520,480,0,700,3720,100,1680,0,0,5507,3268,1,64,2,2,33855.0
247749,55413.0,4160,1300,0,915,5016,150,2400,444,2060,8408,10062,1,60,1,3,157421.0
154480,49870.0,280,0,0,1555,6120,275,720,678,450,0,2810,0,45,2,1,91722.0
131985,47021.5,0,0,0,950,4152,200,0,30,0,28557,1509,1,65,3,2,49565.5
118209,85661.0,240,1011,0,1870,8892,551,0,888,920,4322,6803,1,47,1,4,7051.0
189054,56573.0,325,0,0,1905,5574,14443,1722,1080,3335,0,4220,0,47,1,4,99877.0
523824,99849.0,8305,0,11041,5480,7092,33,7272,1080,1030,10274,7260,1,54,1,4,365108.0
107405,27958.5,0,780,724,50,2550,720,0,0,0,9760,758,1,66,0,1,64104.5
376707,143523.0,2975,1455,0,13405,9900,931,9978,2520,0,32421,27288,1,52,1,4,132311.0
227241,81027.5,0,635,0,685,6222,85,5832,1740,2500,46391,5348,1,58,1,6,76775.5
65614,45999.5,0,278,7783,740,4422,3365,180,300,500,0,2668,0,68,2,5,-621.5
107544,83924.5,780,264,5430,1280,4902,65,5022,456,1905,0,4506,1,31,1,6,-990.5
146601,63611.0,3620,6700,0,3190,5562,3220,2400,3300,0,30130,7286,1,90,1,3,17582.0
153273,81020.5,7840,0,0,3550,4752,160,540,1200,10350,0,8110,0,41,1,5,35750.5
222928,35381.5,820,4412,0,4760,4500,0,4506,1920,0,31775,2346,1,50,1,1,132507.5
181678,104659.5,2600,4134,15385,5010,12192,147,13434,5640,9930,0,17330,1,45,1,5,-8783.5
127349,88181.5,0,806,0,2160,4518,388,3888,1044,3564,29900,3732,1,39,1,6,-10832.5
195473,102946.0,1160,835,0,3040,13830,1333,5310,5520,4900,0,4234,1,45,3,3,52365.0
79538,35644.5,0,0,0,0,2790,5,0,0,140,31513,946,1,68,1,4,8499.5
157758,102303.0,0,934,5050,2171,6414,0,0,264,560,44407,3343,1,40,1,6,-7688.0
183714,82181.5,2700,805,8598,1982,1650,172,600,390,500,56917,9236,1,38,1,6,17982.5
271425,65829.5,4150,1690,0,1774,2304,202,2940,540,3385,106904,3629,1,52,2,3,78077.5
201558,77653.0,2580,240,0,700,23250,9230,1110,1020,0,3538,10600,0,84,2,2,71637.0
407586,128895.5,3450,2370,15385,2279,5814,2243,4374,1560,5743,0,11504,1,53,1,9,223968.5
1466823,108311.5,15600,438,0,22260,37380,67448,48234,24114,170820,0,150814,0,43,1,3,821403.5
128584,59564.0,780,600,3982,1150,3252,384,1464,960,0,0,3558,0,69,2,2,52890.0
172484,64180.5,1200,0,0,1600,12642,9393,14760,3120,0,0,7452,0,64,0,2,58136.5
132921,72614.0,3120,372,5792,1450,11466,2712,4674,2520,0,0,12170,1,55,1,8,16031.0
282857,88993.5,8870,3619,11765,3540,24186,6198,13068,4920,100,0,20036,1,66,1,6,97561.5
206992,114790.5,2420,2340,0,2680,5682,560,17238,3720,8790,18634,11040,1,50,1,5,19097.5
65761,34898.5,520,0,0,1430,5748,1255,2136,0,4130,0,3762,0,63,2,4,11881.5
95118,99912.0,840,941,4525,1020,6828,2931,3168,420,0,0,3440,1,32,1,3,-28907.0
511718,115238.5,31460,1595,0,4410,33708,6439,44574,9294,42590,0,32324,1,34,1,5,190085.5
1215163,152525.0,3500,1443,0,25595,42714,466939,68064,26394,5800,0,74672,0,65,2,6,347517.0
123908,68557.0,17710,600,2534,1375,14718,1519,4494,900,2482,0,9084,0,41,3,6,-65.0
532634,150548.5,2700,0,0,7285,46032,9171,15624,9480,2017,0,15306,1,54,0,6,274470.5
182742,86293.5,1392,2690,0,5368,15762,1890,23400,648,4735,9000,29437,1,43,1,4,2126.5
474827,94615.0,414,1638,0,9824,55290,46843,6522,9480,555,33702,29642,1,82,1,2,186302.0
120452,83569.0,260,8276,0,1500,19914,1473,1080,1656,1080,0,10940,1,52,1,5,-9296.0
119349,71507.0,300,0,5565,780,19650,2420,2400,3186,0,0,6478,1,55,1,6,7063.0
549730,145038.0,3600,1270,0,4640,39330,3034,6852,3702,1050,53770,30278,0,57,2,9,257166.0
694378,90569.0,3120,3840,0,2104,4620,717,4440,3120,14800,1455,5888,1,70,1,7,559705.0
44608,30567.0,780,480,6278,975,1380,85,540,252,0,0,2250,0,61,3,1,1021.0
187421,114383.5,312,100,0,910,7002,670,6300,0,360,65148,5318,1,32,1,4,-13082.5
289703,67718.0,0,4160,0,550,6600,425,4020,864,0,0,23769,1,51,1,4,181597.0
170931,121378.0,2060,3240,0,1254,9240,2123,9024,816,1720,0,23543,1,58,1,5,-3467.0
258649,110500.5,1970,3300,0,5648,17046,7099,17766,5046,3635,28967,24946,1,45,1,5,32725.5
270437,108871.0,1920,1258,0,610,48060,6423,23220,2040,33920,26800,17124,1,53,1,6,191.0
200050,74217.5,1220,1560,1894,978,3348,960,24600,3192,0,0,30143,1,66,1,5,57937.5
392404,104460.0,598,820,5430,2590,15150,101017,21504,1800,1755,0,18590,1,50,1,9,118690.0
401181,121645.5,4345,876,0,2830,7782,3893,23400,2988,3609,0,25645,1,41,1,6,204167.5
134327,100458.5,1170,120,8598,2179,3180,590,4512,384,3115,0,6406,1,47,1,7,3614.5
122667,56215.5,0,360,1476,1950,3834,1452,9060,1344,0,0,9270,1,73,1,5,37705.5
60622,48831.5,0,2060,1866,350,2880,115,2700,324,0,0,6018,1,41,1,5,-4522.5
40825,19823.5,0,1590,0,540,2400,0,4440,0,0,0,1842,1,71,2,2,10189.5
216525,57286.0,6444,3510,905,6126,5940,3000,28422,1200,2990,0,33688,1,35,1,4,67014.0
242170,78047.0,15360,270,3510,5190,4320,500,13968,600,800,0,13568,1,81,1,4,106037.0
104050,93896.5,5290,1110,7240,1800,7200,400,5760,1200,1400,0,9118,1,69,2,8,-30364.5
297143,94211.5,12850,3210,0,880,12498,1425,16698,1464,51835,0,8526,0,77,2,6,93545.5
188540,51064.0,2140,2370,9050,990,4200,3000,47124,2760,40000,0,27900,1,48,1,2,-2058.0
156860,102148.5,6060,1188,15838,8660,12222,6165,3600,1680,3645,14325,11410,0,77,2,5,-30081.5
538962,62905.0,4520,3120,11765,5745,13242,3188,9336,1500,0,21025,60166,1,67,1,2,342450.0
127275,38841.0,2011,540,0,1555,5490,33943,8178,576,0,0,2726,1,52,1,3,33415.0
54090,26999.0,800,1440,4471,1268,4740,15,4320,0,0,0,1452,1,64,1,2,8585.0
436127,94536.5,8400,2235,0,5599,8700,1900,14790,3840,1400,3100,15948,1,32,1,4,275678.5
216790,107436.0,29710,960,0,5363,6648,60,5760,960,1660,0,11304,1,52,1,8,46929.0
203412,72132.0,1440,2340,0,2015,11688,4862,8934,1440,0,65325,20246,1,55,1,5,12990.0
146690,29777.0,920,45,312,185,8802,0,2322,312,0,0,1824,1,51,1,2,102191.0
128340,68134.0,2360,1710,8326,4985,9960,1090,10194,1440,2000,17090,11996,1,57,1,8,-10945.0
205366,96498.0,5590,1190,260,2703,17124,57045,2562,528,3120,25415,13316,1,36,1,7,-19985.0
49665,15144.5,7500,1440,7240,740,2688,0,2160,624,0,8000,930,1,45,0,1,3198.5
91095,50321.5,8340,1125,7602,1540,3696,0,10770,1440,717,2600,3762,1,44,1,3,-818.5
349700,92972.0,10100,1890,7240,6320,10200,1000,14490,2040,21135,125490,24958,1,51,1,6,31865.0
25790,18567.5,5430,0,0,0,4530,30,360,0,0,0,1128,1,73,1,2,-4255.5
80885,61890.5,3888,1375,0,8690,3930,5300,5280,900,1200,0,11724,1,28,1,4,-23292.5
110758,66872.5,6620,0,4660,6935,5040,0,2640,1200,1600,0,8336,1,55,1,6,6854.5
55879,36791.5,9200,0,0,1325,2664,0,600,0,0,0,3666,0,72,2,1,1632.5
70180,62921.0,3260,0,3620,5930,6288,0,1320,390,1700,0,9204,0,53,2,6,-24453.0
204989,67293.5,3880,0,5430,3765,7380,2040,10818,1920,2470,53152,11622,1,41,1,5,35218.5
214802,58964.0,13460,0,0,7080,3360,900,9030,1380,1900,37806,16862,1,82,0,4,64060.0
148740,58227.0,1370,120,520,5690,3660,1200,7170,600,1150,31575,5250,1,36,1,4,32208.0
56255,36325.5,0,375,4140,2735,3132,5,1920,0,0,0,3858,1,42,1,2,3764.5
57885,62601.0,10020,0,0,2390,4482,25,2100,810,11000,0,9134,1,43,1,4,-44677.0
88130,63491.5,3800,0,0,4020,4380,1025,2100,600,6000,0,5922,0,42,1,7,-3208.5
47715,19745.0,1040,150,7240,900,1560,0,600,0,0,0,2856,1,31,0,1,13624.0
596008,86713.0,20060,75,1810,14800,86100,6458,52500,9600,1500,0,72850,0,38,1,4,243542.0
88770,60151.5,5380,0,0,6040,10080,10,12798,2400,1050,0,9134,1,54,2,2,-18273.5
110383,87135.0,14120,0,0,5305,7560,75,3300,840,3940,0,6962,1,39,1,13,-18854.0
91906,46140.5,0,50,0,3310,5790,2100,1920,0,300,294,9518,1,59,1,4,22483.5
330600,63497.5,3280,600,7260,5259,8280,100,6000,1314,12000,126020,7038,1,51,1,7,89951.5
43570,46602.5,530,0,0,3490,5880,290,4200,0,620,0,5916,1,43,1,5,-23958.5
255462,39237.5,0,0,0,3610,5100,170,1002,0,0,115350,5880,1,43,1,5,85112.5
87668,22486.0,0,1700,7240,2710,4020,0,2400,0,0,22340,3096,1,61,1,3,21676.0
44860,48251.5,1810,0,4140,3585,4080,30,4002,0,1430,13030,2586,1,45,1,4,-38084.5
63463,56083.0,848,0,0,3710,6750,0,3600,0,420,24010,4398,1,39,1,9,-36356.0
152780,50732.0,5840,0,0,7722,4080,380,8640,4320,3200,25550,15604,1,40,1,4,26712.0
54465,34129.5,3762,0,0,150,3318,18100,480,360,170,0,1602,1,45,1,3,-7606.5
82669,95075.5,2084,0,7645,194,3048,0,180,480,150,0,5316,1,44,1,11,-31503.5
105138,45869.0,6680,150,7260,1186,2670,50,450,2040,260,0,5676,1,26,1,4,32847.0
26758,34484.0,390,0,5068,710,6132,205,180,480,0,0,882,1,50,1,3,-21773.0
81228,61261.0,1810,0,0,1030,7500,6264,420,900,0,0,4524,1,71,2,5,-2481.0
139959,45471.0,520,444,3439,455,5460,175,6480,432,200,0,7268,1,29,1,3,69615.0
450430,149801.5,11760,4100,9470,1490,14652,5674,17940,1776,2500,54115,25740,1,55,1,8,151411.5
75688,35650.5,2050,0,0,3386,4812,324,5160,2376,1170,0,2868,0,68,2,3,17891.5
1190326,155039.0,38050,0,0,17675,33900,15900,28698,6300,3475,36765,89180,1,40,1,5,765344.0
200083,103954.0,19367,288,0,7054,9030,3085,24312,8760,2668,0,20538,1,41,1,6,1027.0
56345,23360.5,19910,0,0,1390,6600,11338,3360,0,0,0,1200,1,77,2,1,-10813.5
133510,72632.0,28450,90,2080,2265,3630,2120,2304,3480,0,0,11992,1,38,2,3,4467.0
331440,90789.5,12566,1370,1040,24367,29892,35345,5784,4560,860,0,31774,0,47,1,5,93092.5
129166,55587.0,0,0,0,2156,4494,145,6288,1152,0,0,11870,1,58,1,3,47474.0
220061,70976.5,7077,0,0,5245,5910,2505,5478,3480,3050,0,11716,0,24,0,3,104623.5
143000,53989.0,2600,9050,6154,860,6120,320,1368,8700,0,0,29936,1,48,1,2,23903.0
48785,23487.5,12600,0,0,460,3480,0,540,0,0,0,1074,1,76,2,1,7143.5
108079,41683.0,0,12590,0,620,3840,1972,2100,3600,0,0,3048,1,57,1,2,38626.0
842860,118072.5,8222,3000,6335,7260,58428,15054,25200,2400,4900,0,22086,1,53,1,3,571902.5
332930,140460.0,19260,2184,0,11830,9000,595,39600,7500,37420,0,31476,1,46,1,7,33605.0
1479050,164710.5,16849,0,0,21950,31440,3733,29184,12600,38500,423300,21550,1,46,1,8,715233.5
406928,232277.0,26403,0,2730,6690,14100,18657,19200,3900,58600,0,11756,1,31,1,10,12615.0
163694,119852.5,2600,0,0,1500,15990,8371,8040,2736,0,0,17180,0,72,2,2,-12575.5
323685,117392.5,19716,2894,0,21684,28872,9650,31902,22818,16775,0,43956,1,51,1,5,8025.5
175355,53451.0,4108,0,0,1705,6000,312,6600,1368,1680,0,4254,0,58,1,2,95877.0
1301839,174896.5,47120,0,20815,19330,45600,1880,80418,23994,0,0,79532,1,52,1,5,808253.5
78804,65583.5,5196,6396,0,1050,4182,905,3420,0,685,0,3648,1,45,1,7,-12261.5
90773,35634.5,700,3900,2600,2015,4368,20,840,0,0,0,3294,0,94,2,2,37401.5
397272,144692.5,29927,2750,13756,4038,18570,2043,9552,2460,15917,0,115106,1,32,1,12,38460.5
120070,60894.5,10358,90,4343,1753,6660,425,10632,1920,9850,0,8866,1,47,1,4,4278.5
202200,86230.5,22198,7800,6335,1310,7800,205,15918,1920,4550,0,11032,1,57,1,9,36901.5
119750,93819.5,66900,0,0,790,6894,1778,4200,864,15100,23600,3078,1,58,1,6,-97273.5
137830,54258.0,2282,6500,0,1410,12120,1166,4080,1200,850,0,4528,1,52,1,3,49436.0
83286,42540.0,450,0,11400,580,4380,50,4950,300,0,0,2532,0,58,1,3,16104.0
102187,50007.5,700,0,0,780,4230,617,1080,624,0,0,2102,0,66,2,3,42046.5
149020,64170.5,4704,0,5435,1980,9660,0,6480,1560,300,27340,4552,0,69,2,5,22838.5
44485,24002.5,300,2600,0,0,5640,10,240,0,0,0,1230,1,64,0,1,10462.5
40680,20484.5,240,0,0,350,3390,155,360,0,0,0,1524,0,62,0,1,14176.5
83900,31741.0,540,0,14480,550,1872,0,8400,300,0,0,1938,1,66,1,2,24079.0
232938,122709.5,24382,2600,0,1930,11814,0,15594,2664,8085,3010,8970,1,46,1,10,31179.5
70249,41846.0,17160,0,0,2180,4020,7488,600,0,0,0,2712,1,76,1,3,-5757.0
107390,77267.0,6224,3900,0,1720,8790,941,5430,840,4240,0,9632,1,39,1,5,-11594.0
131614,83579.0,4905,9100,8191,1195,12870,1971,13596,1920,650,0,9312,1,30,1,5,-15675.0
580032,94904.5,49158,2600,0,6400,14058,82000,18258,5040,82510,0,11394,1,41,1,4,213709.5
124191,82138.5,17720,1300,1086,200,9600,130,3270,1080,13000,0,6248,1,56,1,8,-11581.5
438223,82091.5,16590,4590,0,8899,14820,3780,13752,2280,0,0,40205,1,51,1,4,251215.5
438988,91864.5,23630,1500,0,2439,23052,7318,8688,11226,6590,0,55047,1,39,1,6,207633.5
160736,91109.0,14000,0,0,1100,25560,753,8556,2100,15890,0,14288,1,37,1,6,-12620.0
900456,153528.5,37300,7200,0,13099,70710,28025,17544,21354,3120,0,160473,1,75,2,3,388102.5
535208,142104.0,9650,5460,0,10532,63810,6471,36000,13620,0,0,70199,0,63,0,8,177362.0
231280,67996.5,12650,0,0,750,13740,6480,6330,1320,6500,43500,9816,1,67,1,4,62197.5
173290,80367.5,6200,420,2263,1732,13896,460,1410,1080,980,0,8026,0,59,2,5,56455.5
554900,96122.5,20450,0,0,5081,16860,0,11106,1416,27090,59890,28474,1,45,1,5,288410.5
1118601,125079.0,63100,14875,0,21748,32340,7124,43218,15582,13600,0,88840,1,55,1,6,693095.0
373871,91246.5,20180,3900,5430,2096,10980,125,1404,1020,835,0,7068,1,34,1,4,229586.5
186068,37982.5,1600,0,0,955,8028,37880,4758,1320,0,0,2190,1,65,1,2,91354.5
47970,30551.5,7510,1300,3620,190,5508,0,1968,1200,0,0,2910,1,36,1,1,-6787.5
206540,62657.0,1600,2600,10317,1560,16860,15760,6636,2640,0,0,8110,0,62,2,3,77800.0
106154,75293.0,5300,3200,0,1340,7740,2974,3774,1680,600,0,4398,1,45,1,4,-145.0
100225,58533.0,6480,1300,6335,1330,7380,1445,32208,1920,570,0,6704,1,34,1,4,-23980.0
56322,55157.5,1940,330,6855,3169,6330,30,1200,552,800,0,2726,1,32,1,5,-22767.5
66745,49369.5,4562,600,1040,1616,7890,90,1800,0,1170,0,3889,1,51,1,5,-5281.5
86707,22444.5,0,0,0,845,4800,3020,660,0,0,28790,1464,0,66,3,1,24683.5
47407,18891.5,520,1684,5045,2370,5370,50,2160,408,0,0,1104,1,41,0,1,9804.5
178964,64615.5,0,1950,8145,4469,8100,24486,4104,408,0,34790,25538,1,66,1,3,2358.5
268006,96128.5,3250,8970,19005,3546,6810,480,1320,768,1184,80195,10032,1,39,1,5,36317.5
170800,91477.5,13635,0,9955,1001,13200,25288,5094,2208,1535,7600,11197,1,60,1,7,-11390.5
477380,77826.5,9030,180,13575,5628,33720,13238,11238,10290,10400,105045,29174,1,54,1,3,158035.5
810467,109602.0,0,5850,0,8073,23748,10268,42060,2976,30000,344775,48834,1,51,1,3,184281.0
126324,32377.0,0,11834,7693,1065,3000,25,720,72,0,15500,822,1,52,3,1,53216.0
84015,62551.0,3460,4500,12670,2361,6600,60,2562,816,1575,0,7020,1,36,1,4,-20160.0
112342,76905.5,7670,1300,8155,5556,6900,50,2562,312,2233,0,7490,1,42,1,4,-6791.5
137290,71547.0,3700,8507,3258,4597,9672,845,6552,648,1950,0,11388,1,35,1,4,14626.0
214414,57396.5,3820,1290,3630,7767,11670,360,4716,768,1575,0,7318,1,41,1,6,114103.5
330611,128084.5,12380,930,8145,15922,13740,1899,31050,5652,7720,26900,24532,1,44,1,14,53656.5
112325,64438.0,8990,2120,2263,1691,7320,13150,4530,408,2180,0,7250,1,34,1,4,-2015.0
76410,45984.5,1400,0,362,964,5280,14882,1620,0,2800,0,2668,1,52,1,2,449.5
52572,21547.5,0,5100,6878,783,2520,1175,360,0,0,0,930,1,50,3,1,13278.5
55770,54654.0,9780,0,0,7120,2940,700,4080,0,4900,60,10964,1,51,2,2,-39428.0
142180,96476.0,2380,0,15385,2038,7128,25,1488,588,1320,47630,7466,1,48,1,7,-39744.0
259530,135075.5,11590,0,13575,2760,3600,600,7920,1920,2350,54265,12368,1,45,1,18,13506.5
88745,59447.0,4590,0,1430,1815,5100,160,2880,240,1160,10940,5604,1,37,1,5,-4621.0
86265,55889.5,4275,0,5560,2130,4800,0,780,288,2010,29655,8010,1,33,1,7,-27132.5
110778,64533.5,3060,0,0,1885,1380,0,1140,504,950,46574,5912,1,64,1,5,-15160.5
179185,99398.0,19370,0,0,1445,3660,62,900,1344,6000,62200,8278,1,49,1,8,-23472.0
163105,79453.5,5910,0,1930,2130,4050,500,480,1632,3600,49700,11924,1,29,1,6,1795.5
44490,23795.0,0,0,3620,180,1350,0,600,0,0,0,1980,1,50,2,2,12965.0
68510,46133.5,1635,0,5175,1620,2880,0,1620,0,900,0,7840,1,71,1,5,706.5
207545,103418.0,3730,0,8280,3309,9990,674,4980,1008,695,0,21216,1,44,1,7,50245.0
183565,104780.0,2850,0,21480,660,6600,550,3180,696,250,45680,6264,1,50,1,9,-9425.0
53870,68113.5,3060,0,3620,280,3900,313,480,288,250,0,2970,1,27,1,7,-29404.5
338070,140866.0,14550,0,10220,280,8448,0,9702,5088,23550,130375,17486,1,57,1,10,-22495.0
114370,408096.5,597150,0,4163,540,1740,269,8082,864,4185,37025,13128,1,35,1,10,-960872.5
123490,99389.0,0,0,9955,460,10380,1445,3120,744,0,16140,13566,1,57,1,10,-31709.0
66505,57846.0,970,0,8145,255,2220,73,2160,792,150,7625,2730,1,49,1,3,-16461.0
65410,71941.5,4280,0,7240,702,2604,0,1080,396,2400,7390,5014,1,31,1,6,-37637.5
102895,83758.0,5030,0,2725,1140,1860,0,1200,840,2080,30460,5232,1,43,1,8,-31430.0
72008,43525.0,1940,0,0,1589,2346,50,3480,936,1640,16170,4044,0,55,2,2,-3712.0
177690,89357.5,16600,0,2353,3855,6900,90,3600,552,2765,41755,12614,1,45,1,6,-2751.5
66155,47835.0,1090,0,2080,0,3252,255,960,420,100,0,4074,1,56,2,7,6089.0
417320,163924.0,21130,0,0,5029,24762,240,24936,1320,6200,100950,16888,1,42,1,7,51941.0
66170,84151.0,1940,0,2715,920,3000,170,2280,132,300,0,5448,1,57,1,6,-34886.0
144700,89133.5,7900,2535,5055,2010,5820,3283,3780,720,1140,0,6586,1,50,1,5,16737.5
89079,50031.5,0,2678,0,1065,4104,689,540,540,0,0,5266,1,53,1,2,24165.5
821264,78589.0,8950,1690,156,6125,20520,79718,8196,5040,7300,120640,113426,1,46,1,3,370914.0
591018,91130.5,11236,0,0,6450,17238,5665,15588,6000,58750,0,50824,1,48,1,4,328136.5
249035,88097.5,3932,0,0,2415,5640,720,960,1200,940,0,38740,0,66,2,4,106390.5
144975,47442.5,1300,8430,11130,7073,5400,938,6168,600,0,0,5922,1,44,0,1,50571.5
228254,82087.0,6532,3000,3120,3455,8220,262,1518,450,3566,60280,13630,1,47,1,4,42134.0
133380,42602.0,0,0,0,569,7260,450,900,384,0,38460,4098,1,73,1,3,38657.0
147648,59041.5,0,2730,1144,2440,4560,10,3702,1530,0,0,5376,1,69,1,2,67114.5
126010,34691.0,1448,3770,910,470,3060,0,4080,1080,1000,61105,5776,1,39,1,3,8620.0
111610,68527.0,4578,1040,4608,420,4554,84,540,960,1210,15420,4992,0,55,0,6,4677.0
46924,43782.0,590,1570,1560,485,3480,50,720,0,200,16055,1272,1,46,1,5,-22840.0
72296,26788.5,0,1540,910,195,3648,0,1440,0,0,26513,1140,1,55,1,2,10121.5
47010,26603.0,0,630,760,570,2700,0,480,0,0,14635,900,1,25,1,2,-268.0
54800,21245.5,0,1560,1560,1060,3210,0,960,0,0,22135,1026,1,35,1,2,2043.5
102234,93179.0,476,1820,1820,2655,3120,51,3000,0,1193,44370,3282,1,33,1,6,-52732.0
131920,36606.0,0,240,1300,425,2604,1500,3600,0,0,60805,2160,1,28,1,5,22680.0
83164,41370.5,0,1470,1300,695,2940,110,3600,0,0,36510,3212,1,33,1,5,-8043.5
88630,64780.0,536,1040,1300,1095,3780,0,3600,0,1300,38910,3098,1,48,1,6,-30809.0
42890,39831.0,0,1040,2600,425,3180,320,3600,0,0,19090,9276,1,25,1,2,-36472.0
72730,57197.5,1088,1600,936,1015,3660,25,3600,0,600,30385,4296,1,46,1,6,-31672.5
92940,53880.5,160,990,1820,435,3960,20,7200,0,300,38425,1808,1,31,1,7,-16058.5
95252,43461.5,362,1460,1248,2105,3060,110,3600,0,400,42790,3976,1,27,1,5,-7320.5
139640,36126.5,1629,660,468,1880,3390,1080,4920,0,1250,64320,2132,1,32,1,6,21784.5
50750,15845.5,0,0,0,160,2202,80,2640,0,0,22650,7862,0,62,3,1,-689.5
113321,32463.5,0,955,1690,465,2988,0,5400,0,0,52165,2022,1,48,1,3,15172.5
111840,48724.5,416,1110,1300,970,4620,95,5400,0,600,52240,1536,1,45,1,6,-5171.5
77710,27625.5,180,1390,1924,420,3360,0,5400,0,300,36475,1584,1,37,1,6,-948.5
115525,32484.5,624,1060,1560,1775,3810,20,5400,0,600,54940,1776,1,33,1,6,11475.5
