Total Household Income,Total Food Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,Fashion Spendings,Housing Expenditure,Medical Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Farming and Gardening expenses,Miscellaneous and Special Occasions Expenditure,Sex,Age,Marital Status,Total Number of Family members,Savings
95380,28999.0,0,3380,4472,1440,3660,0,5400,0,0,41560,2280,1,33,0,3,4189.0
78226,32504.0,0,1340,1560,440,2910,30,5400,0,0,36845,2192,1,25,1,4,-4995.0
55460,31874.5,0,840,1716,210,3060,60,7200,0,0,25360,1338,1,42,1,3,-16198.5
95464,27019.0,0,1560,2860,2190,3180,0,6120,0,0,44960,2460,1,54,1,3,5115.0
89620,27484.0,208,1540,1924,300,2670,60,5400,0,100,39855,1374,1,27,1,4,8705.0
64330,26706.5,90,890,1820,1915,3060,50,5400,0,0,30030,3306,1,73,2,3,-8937.5
58074,37432.0,0,0,0,1945,4266,8780,1680,0,0,0,3688,1,69,1,3,283.0
181310,54245.5,3730,2210,0,2470,3240,700,6798,360,440,0,3800,1,33,1,3,103316.5
115348,64251.5,2800,1040,2080,1805,7920,190,1680,0,600,32624,2058,1,38,1,8,-1700.5
90468,34646.5,6750,0,0,750,3798,1380,7500,0,600,25605,2060,1,71,1,3,7378.5
150156,61215.5,2690,1230,0,1240,5760,800,7380,900,325,52793,5138,1,47,1,4,10684.5
96813,46258.5,4060,4920,1170,1935,5160,1144,4500,0,1170,32485,5555,1,53,1,5,-11544.5
111355,26435.0,1090,2080,1170,430,4992,2729,2640,0,725,31880,2522,1,40,1,5,34662.0
60137,30668.5,1785,520,780,1980,4440,4922,3600,0,400,24260,3044,1,65,1,3,-16262.5
32575,20039.0,0,0,780,280,4620,0,0,0,0,0,822,1,26,1,3,6034.0
46872,28534.5,1412,40,2340,845,5220,625,2400,0,535,5515,1438,1,32,1,5,-2032.5
39870,20102.0,905,1040,1170,1020,5730,0,0,0,0,12380,1200,1,28,1,4,-3677.0
53144,57391.0,3957,1230,1170,1360,3240,60,3960,0,700,15014,1188,1,43,1,7,-36126.0
138112,64715.0,10950,5720,5330,2910,5820,1680,9840,2220,35440,29377,7927,1,50,1,5,-43817.0
91555,48150.0,0,7240,1260,1335,4140,906,9600,0,0,31590,3882,1,42,1,4,-16548.0
55016,23466.5,0,1340,1950,180,2940,0,720,0,0,23100,1266,1,35,1,4,53.5
118113,45828.5,4760,240,1170,1015,6000,0,4320,0,1050,44729,1362,1,65,1,6,7638.5
93365,38078.0,4115,660,1534,1430,5040,1000,4800,0,1050,0,7566,1,43,1,4,28092.0
58911,25125.0,0,0,1300,390,4500,562,2400,0,0,18197,1194,1,62,2,2,5243.0
119144,40932.5,1528,845,1690,335,5160,100,2520,228,325,38814,12628,1,55,2,4,14038.5
48287,30841.0,152,2564,2330,440,4470,60,2640,0,0,0,1668,1,39,1,5,3122.0
83242,39707.0,60,0,520,1120,4176,80,3720,960,0,24057,1996,1,62,1,4,6846.0
111056,40350.0,1628,1175,0,950,4458,1830,3720,204,1000,39348,2940,1,48,1,7,13453.0
142053,50808.5,2848,375,1404,1605,3390,16,5040,954,1810,7190,11270,1,53,1,6,55342.5
142932,52033.0,2562,1493,0,700,5418,2335,3660,300,1670,7372,3798,1,53,1,6,61591.0
50810,25482.0,688,0,0,1035,2682,95,1260,714,250,0,1512,0,59,2,4,17092.0
137854,29064.5,1190,595,1820,160,5796,192,1920,0,250,52348,2266,0,72,2,3,42252.5
983252,130153.5,24000,720,0,44099,25020,4510,58962,14994,37000,66536,115360,1,50,1,4,461897.5
81986,17765.5,530,958,1252,190,2898,776,3240,0,150,32530,1532,0,72,2,3,20164.5
178711,37618.0,2150,0,0,3940,13488,820,3120,912,0,0,8760,1,29,1,3,107903.0
231596,84806.0,26850,1640,1040,500,3954,150,9522,2772,12450,58680,14840,1,60,1,8,14392.0
202150,48910.5,120,880,240,1365,2244,30,3180,840,0,89485,6476,1,63,1,4,48379.5
211787,35363.5,686,0,208,1925,3174,144,4500,1080,575,60493,6903,1,38,1,3,96735.5
128851,55498.0,582,1170,1536,1205,7776,50,3180,480,500,23242,7990,0,64,2,8,25642.0
141662,37405.0,2106,845,1810,685,3642,67,2520,540,445,48740,5184,1,55,1,5,37673.0
99976,38225.0,606,2730,0,660,3324,56,2520,960,150,34185,3908,1,37,1,5,12652.0
193542,45567.0,1310,845,1040,1590,2994,432,3720,1860,350,77840,3202,1,42,1,4,52792.0
118588,48683.5,2098,1365,1040,565,3360,40,1200,0,400,43855,3378,1,58,1,8,12603.5
34236,13304.0,180,0,1287,1010,1722,305,0,0,0,0,1804,1,55,2,1,14624.0
70055,51726.0,2588,1600,1950,135,3126,135,2520,0,275,0,3306,1,35,1,6,2694.0
128695,53252.5,2870,0,264,7330,12948,817,4440,840,610,6730,4598,1,30,1,6,33995.5
342816,78976.0,0,0,0,6185,16578,10138,24156,4074,0,0,4368,0,70,1,3,198341.0
79805,53315.5,7416,0,0,2140,4560,2460,6600,1536,1280,0,7380,0,32,1,5,-6882.5
130280,40378.0,4790,0,0,1000,12372,72,9450,810,400,22645,2376,1,35,1,4,35987.0
369108,62554.0,2580,1170,832,5882,49620,2817,15516,1080,905,29730,40663,1,32,1,3,155759.0
102374,51639.5,1960,1440,5984,6257,7674,2032,2898,156,3330,6410,7676,1,35,1,4,4917.5
135727,70415.0,480,4140,6350,848,9228,495,8262,0,1045,0,5322,1,36,1,9,29142.0
121425,32850.0,2340,0,0,840,6072,35033,20808,2520,0,0,7002,0,63,2,1,13960.0
74159,62225.5,1092,360,3620,3240,6660,350,2400,0,1130,0,1722,1,43,3,7,-8640.5
105824,49254.5,3160,0,0,1570,23124,172,4800,978,4150,10031,3346,0,47,2,3,5238.5
61390,24579.5,16290,0,0,1000,3972,1138,4320,0,0,5190,1554,0,78,2,1,3346.5
199376,69494.5,400,0,675,6335,13620,111,2640,204,850,62235,2472,1,49,1,8,40339.5
142344,61793.0,5540,0,910,2945,11460,95,6960,552,0,52247,6090,1,55,1,6,-6248.0
147700,72009.0,6240,720,5850,5825,10926,105,9096,2160,3270,10115,4542,1,48,1,6,16842.0
194015,25149.0,1578,0,0,420,4998,45,9054,0,2510,80565,3906,0,63,2,3,65790.0
197135,58957.5,17500,0,0,1185,14700,0,6618,3960,22350,0,3690,0,42,2,3,68174.5
345344,66775.0,4780,0,12489,3360,11712,0,6732,2400,5060,0,11758,1,52,1,3,220278.0
86034,49918.0,2230,480,0,395,5280,630,2880,180,1365,0,2394,1,50,1,5,20282.0
186910,66344.5,750,0,0,1320,8580,19155,12426,1440,630,57380,3984,1,53,1,6,14900.5
201026,69041.0,5840,6220,4654,2470,11322,393,9678,840,2440,0,6276,1,47,1,5,81852.0
1173795,110547.0,40640,0,0,5250,53010,33596,19788,17988,119400,166295,80684,1,45,1,5,526597.0
476994,93478.0,4680,2070,0,10304,13590,857,5670,1920,39650,20095,12490,1,41,1,4,272190.0
288302,46061.5,5840,0,0,1750,5922,5340,17136,2280,1215,0,4458,1,60,1,3,198299.5
204298,57120.0,14570,0,0,1140,15042,21580,7728,2640,8700,0,7652,0,76,2,3,68126.0
310647,88164.5,2120,30478,12605,4150,43080,14248,11544,12960,0,0,4704,1,62,2,6,86593.5
104426,69709.0,5580,1820,312,940,9000,722,1080,0,60,22820,5082,1,39,1,7,-12699.0
427246,115620.0,7840,1300,0,12250,8580,4142,3480,4680,720,0,9466,1,67,1,8,259168.0
201181,69918.5,3720,0,14480,5170,4662,3022,7728,0,17585,0,4362,1,39,1,5,70533.5
104765,68483.0,6440,1050,0,1083,5370,24321,7698,1440,5182,0,3768,1,41,1,4,-20070.0
134842,40498.5,18100,120,0,760,6480,5970,6222,600,0,0,4494,1,69,1,2,51597.5
167432,94279.5,5880,0,0,4920,9030,2481,5358,2880,1210,0,23078,0,38,1,5,18315.5
278182,69357.0,34301,2340,3620,1170,3780,0,19362,1740,7425,0,4074,0,49,2,4,131013.0
383762,94116.5,14025,255,0,1345,16140,16528,8286,1800,6315,0,24042,1,49,1,7,200909.5
82076,77406.0,20460,1940,4978,660,4260,264,4134,780,1945,0,9148,1,37,1,4,-43899.0
31244,23780.5,0,0,0,220,3120,1839,660,0,0,0,222,1,79,1,2,1402.5
73030,37808.0,1850,0,0,800,2640,32644,618,492,0,0,5552,0,70,2,2,-9374.0
255300,75075.0,5684,0,0,1107,9420,10818,31974,3264,19818,0,16872,1,53,1,5,81268.0
551792,117499.5,20700,17195,0,6571,12540,4205,13962,6054,21120,89190,82792,1,42,1,5,159963.5
62667,63749.5,260,1440,13580,280,6210,13930,1080,540,0,0,3150,0,72,2,5,-41552.5
141903,52610.0,1760,0,7240,9870,3600,958,6882,0,740,67104,4302,1,43,1,3,-13163.0
241915,82882.0,8790,0,7240,21475,5220,3408,15618,0,1060,105652,8022,1,44,1,5,-17452.0
164855,54996.0,1410,0,14480,4491,6420,1500,2400,0,240,75145,3312,1,28,1,2,461.0
662109,115432.0,1660,0,8800,8955,8520,3030,29070,1200,2040,59810,11258,1,49,1,9,412334.0
133857,42065.5,0,0,1560,4710,3660,4610,1080,0,0,63400,1488,1,51,1,2,11283.5
348244,112934.0,3260,0,13980,12485,6108,840,9402,0,1720,164164,4338,1,54,1,6,19013.0
260290,134471.0,3090,0,360,8645,8400,30460,17310,0,1410,91260,11832,1,46,1,7,-46948.0
334711,141538.0,4060,0,5430,6400,17100,13350,23088,522,30690,85195,17982,1,45,1,9,-10644.0
247848,76806.0,3520,0,0,6430,10584,3950,8340,0,1780,111630,19524,1,58,1,4,5284.0
235790,92951.5,23820,0,3370,6780,8040,2910,5358,0,4660,105710,5406,1,47,1,6,-23215.5
170126,60981.5,4010,0,0,3065,5940,6600,8622,0,1490,77810,3450,1,58,1,3,-1842.5
311419,128023.0,6760,0,17330,5865,7530,1080,13800,5520,1980,127930,8502,1,41,1,9,-12901.0
222301,72387.5,4800,0,7240,5085,5250,1640,5400,780,1740,100410,6144,1,61,1,3,11424.5
235886,91010.0,6580,570,0,2830,5220,100,8520,600,2180,52040,6510,1,26,1,4,59726.0
250802,103105.0,0,0,8145,1850,6600,240,3402,0,0,117756,4728,1,50,1,5,4976.0
306945,79371.5,6700,0,10860,5928,9900,5057,1800,0,2660,132760,5258,1,42,1,9,46650.5
314664,103776.5,3960,0,10860,8190,4200,572,10296,0,840,142650,7752,1,45,1,5,21567.5
284270,79976.5,4760,0,4344,4080,12948,6582,6384,0,600,116080,6840,1,43,1,5,41675.5
198190,77513.5,4060,0,1040,4815,4800,630,1800,0,910,93580,3276,1,39,1,5,5765.5
175789,73587.0,899,0,0,3430,12540,1241,2220,0,0,49222,8248,1,61,1,5,24402.0
269119,62459.0,1860,0,0,4800,6780,3100,24594,720,960,30950,6282,1,42,1,4,126614.0
161506,53976.5,700,0,10860,2090,15498,72,3210,5520,0,75730,2568,1,30,1,3,-8718.5
79925,44506.5,4760,0,0,1805,10044,40,2202,0,100,0,4338,1,59,1,11,12129.5
54965,36349.0,0,0,0,690,4860,105,3936,0,0,0,4110,0,54,2,3,4915.0
54140,37088.0,3880,165,1086,1790,5724,115,1158,0,400,0,4866,1,35,0,9,-2132.0
82600,41973.5,5200,0,0,1918,1824,140,3060,0,3010,0,35204,0,39,1,5,-9729.5
52710,35704.5,2820,300,120,1560,3228,0,384,0,370,10810,3492,0,49,2,6,-6078.5
103795,36514.5,1850,0,950,1075,4824,50,774,0,50,48155,3312,0,50,0,3,6240.5
96365,34929.5,5110,0,0,3355,6660,145,1566,0,1660,40430,4176,1,47,1,5,-1666.5
93645,52626.0,9080,550,0,2020,5670,90,1200,0,13480,0,5964,0,53,1,10,2965.0
70815,30748.0,1940,275,540,965,7530,30,360,0,430,15055,4470,1,49,1,6,8472.0
59525,31855.0,1410,1595,140,350,6120,0,540,0,780,10635,3366,1,29,1,5,2734.0
247434,72289.0,6190,0,0,1237,20658,2296,8154,1260,4100,505,14080,1,48,1,6,116665.0
87920,70672.0,5010,800,3890,2100,6186,670,720,0,700,0,10084,1,51,1,5,-12912.0
114610,56189.5,21115,2916,0,1619,6264,10656,20850,360,10450,0,6926,1,45,1,4,-22735.5
52482,57573.5,3690,1518,3620,641,5040,120,360,120,200,0,5348,1,34,1,6,-25748.5
494124,93154.5,32540,0,13937,2457,42900,4190,10170,9000,26800,100050,22478,1,64,1,6,136447.5
157380,83028.0,1300,1504,10860,2890,5100,36,7260,840,0,0,5568,1,43,1,5,38994.0
129345,60716.0,7000,2016,2388,1145,9150,450,7260,720,3019,0,14098,1,38,1,4,21383.0
110262,56289.0,520,2898,0,790,6756,12176,8670,1380,0,0,4580,1,55,1,3,16203.0
218872,62451.0,8040,564,0,4900,5340,4956,20490,2340,0,16790,23936,1,62,1,3,69065.0
47390,33270.5,1040,0,905,480,5400,830,1080,360,0,0,2186,1,60,1,2,1838.5
2703620,94954.0,29440,4962,14480,8500,37272,7350,53928,15600,21530,1157510,25170,1,45,1,4,1232924.0
53058,16015.5,27330,0,90,45,1620,540,0,0,0,0,1062,1,85,2,1,6355.5
110640,70656.5,5150,1300,1425,1190,4950,3758,4998,1320,14550,0,6432,1,53,1,5,-5089.5
55070,37682.0,1280,4188,2172,1250,4440,135,1440,360,0,0,4264,1,30,1,3,-2141.0
434950,131140.5,4020,2080,0,8610,18786,19822,15360,4200,860,800,35003,0,59,2,5,194268.5
374348,89984.5,5140,540,18100,20219,15120,3199,22584,3420,1500,220,40750,1,53,1,5,153571.5
283614,92583.5,13040,190,9955,3309,10920,590,5880,1008,4150,1200,7692,1,53,1,10,133096.5
91350,72953.5,7400,2892,1810,2940,17130,552,3954,1008,1210,0,5406,1,42,3,5,-25905.5
111185,65400.0,19240,3000,10136,2629,6720,120,10560,768,11510,0,7186,1,49,1,5,-26084.0
91215,66251.0,5470,1095,1810,749,8448,90,8640,708,13932,0,6736,1,52,1,8,-22714.0
82698,76286.0,0,540,9050,1866,8256,150,1440,720,0,0,6622,1,45,1,4,-22232.0
179705,72831.0,1980,2180,13575,1630,7860,1130,5220,984,0,0,8610,1,54,2,5,63705.0
234059,77142.0,22540,1440,0,2709,3942,3853,9900,816,7970,95332,2244,1,56,3,3,6171.0
159208,53200.5,1182,605,2254,2077,8532,450,1320,102,460,0,3384,1,60,1,3,85641.5
62223,63235.5,1180,270,910,922,7578,50,5400,276,465,0,3084,1,73,1,7,-21147.5
401250,114007.0,18780,1740,12670,19685,19200,660,24822,8052,7400,0,23324,1,56,1,7,150910.0
312320,104866.5,2071,540,0,5039,6000,105,13500,948,7225,38320,50334,1,55,1,10,83371.5
152535,91252.5,22275,0,0,1490,8100,603,8400,288,500,1160,5214,1,73,1,11,13252.5
139350,36782.0,1092,0,2720,1346,5130,103,840,420,1415,46510,2730,1,43,1,6,40262.0
109937,44954.0,0,0,0,3000,8964,60,1440,408,0,0,4214,1,51,1,2,46897.0
1620060,75719.5,6900,0,0,8530,32718,4022,25098,6000,0,209530,61174,1,66,2,4,1190368.5
213450,38980.5,300,0,0,3210,18348,39844,4710,6600,0,29990,10050,0,92,2,3,61417.5
312930,79029.5,18400,0,11765,740,15678,1160,3588,1920,20830,0,12228,1,46,1,7,147591.5
483332,104035.0,40610,10400,10860,1720,88560,21075,15606,1800,41000,0,30852,1,58,1,6,116814.0
1321640,108258.5,6600,0,0,14000,53748,41898,28500,15894,0,136570,25044,1,64,1,4,891127.5
339493,24185.0,0,0,0,4465,26304,28200,22842,18960,0,0,9722,0,94,2,1,204815.0
346312,81140.0,4800,0,0,14677,40422,20940,20802,8640,11000,0,34218,1,49,1,3,109673.0
127810,54689.0,1830,6290,9955,2600,5130,6062,10440,1608,1400,38670,11510,0,63,2,4,-22374.0
84691,77802.0,5780,588,7240,1930,7980,24565,2538,696,1670,0,4992,1,41,1,6,-51090.0
56170,32481.5,2600,0,1810,830,1680,2290,1788,0,0,0,1854,1,71,2,1,10836.5
97860,52373.5,0,2540,0,195,7740,14260,1200,870,0,0,4560,0,52,2,2,14121.5
225546,81277.0,7600,0,0,1055,6810,925,9918,1800,23660,32456,8570,1,55,1,5,51475.0
180506,59560.5,160,650,4525,365,8580,34130,4062,3024,0,0,7234,1,59,3,2,58215.5
76288,44424.0,880,0,0,340,4440,23670,420,630,700,0,1554,0,74,2,1,-770.0
394175,114110.0,11800,0,1810,2080,10500,888,9030,10194,1320,82405,16752,1,70,1,6,133286.0
53093,31822.5,150,0,6335,993,3360,13850,1020,666,0,0,2004,1,74,1,3,-7107.5
1272104,292926.5,28920,1300,0,48112,44700,24922,26100,5658,27580,106394,209868,1,69,1,9,455623.5
143350,72738.5,18520,1900,7240,5110,8640,8,5400,1548,4890,0,9666,1,44,1,3,7689.5
555038,63658.0,660,9100,0,3509,18168,3541,1680,0,0,242213,23248,1,60,1,2,189261.0
170130,74768.5,3910,650,0,1613,5100,3338,5160,750,611,0,7284,1,33,1,4,66945.5
44550,19568.5,780,0,1629,720,2520,11578,1080,0,0,0,1452,0,73,2,1,5222.5
127840,98648.5,4002,2594,6335,4810,8760,209,1440,888,7520,0,8790,1,45,1,13,-16156.5
46075,43161.5,0,0,0,1048,3480,4840,480,0,0,0,2394,1,65,1,2,-9328.5
112940,104443.0,26280,0,0,4336,3900,330,7020,900,8339,0,6456,1,39,1,6,-49064.0
61988,59500.5,5820,50,0,1744,5400,800,1440,732,1379,0,5190,1,42,1,5,-20067.5
70195,41320.5,2020,96,180,1185,6150,60,4680,1008,235,0,3228,1,51,1,3,10032.5
283304,70666.5,23500,0,2080,2840,26880,1530,9462,3330,18900,130,10614,1,64,1,4,113371.5
316982,72374.0,4040,430,1768,3080,21480,113,4812,2952,2800,0,12602,0,47,2,4,190531.0
468374,59650.5,11200,0,0,4939,25230,9869,5526,8532,14325,0,46140,0,49,1,3,282962.5
346599,142540.5,25550,570,7556,4060,50880,20440,15456,3504,15060,0,30096,1,53,1,8,30886.5
956004,127327.0,13250,600,362,20374,29238,28994,20778,4200,58200,0,118902,1,67,1,5,533779.0
147345,70403.5,6200,100,228,820,5700,268,5958,744,3700,0,3744,1,52,1,3,49479.5
163431,86482.0,3120,100,0,2190,9960,55,4368,936,0,0,12770,1,49,1,5,43450.0
158200,74745.5,15600,670,2028,1950,21840,134,11694,1206,5860,0,4490,1,38,1,7,17982.5
351936,74798.5,5290,270,13710,4295,21210,45,6918,6300,5500,0,10548,1,69,1,7,203051.5
121885,63405.5,3700,0,0,680,6660,2000,9840,1452,1400,0,4743,1,65,1,3,28004.5
115035,48424.0,3060,0,2048,760,4920,60,4728,768,570,0,4186,1,57,1,4,45511.0
310630,52917.0,4050,0,10860,600,5760,143595,4038,1200,1290,0,2934,0,52,2,5,83386.0
64108,22057.0,240,0,0,1095,1980,18520,1440,468,0,0,2286,0,62,1,2,16022.0
108140,45451.0,4740,100,0,1973,6060,70,5664,1008,1765,130,5692,1,45,1,4,35487.0
213963,49134.5,11200,100,0,2905,8880,117,5658,1632,9450,0,15874,1,49,1,4,109012.5
327260,89501.5,12180,0,0,5010,16206,200,3678,3720,5940,150,13972,0,71,2,5,176702.5
165040,70462.5,10380,0,228,2860,8640,317,13728,2064,9000,0,18416,0,42,3,4,28944.5
642921,100657.0,24240,0,0,6470,29130,3602,15438,5844,11972,0,93050,1,42,1,5,352518.0
189045,76160.5,11150,0,0,2812,8010,15448,7764,1128,4830,20,8864,1,49,1,4,52858.5
141080,60144.5,7475,0,0,1040,7368,555,12210,3564,4050,0,8399,1,52,1,4,36274.5
302665,86429.0,8540,1188,8176,960,9000,331,22788,2112,7165,0,11390,1,58,1,7,144586.0
108794,33165.5,0,140,0,3400,5220,8030,3840,528,0,17880,10334,0,60,2,3,26256.5
109891,65429.0,6700,1820,770,3315,5400,0,1920,1488,980,43008,8110,1,50,1,4,-29049.0
84379,43066.5,3880,260,2392,3410,3180,322,2400,1536,830,14448,5554,1,59,1,3,3100.5
218973,95114.0,7980,5460,13768,4602,3804,36920,8670,1716,16780,68139,12292,1,49,1,4,-56272.0
47066,61393.5,2364,400,3536,2080,3180,480,1440,0,1880,6873,1704,1,36,1,6,-38264.5
29762,16373.5,0,870,3640,960,1560,120,2040,1044,0,6815,3154,1,37,0,1,-6814.5
203016,36888.5,4030,2010,6880,5498,4320,168,9558,1296,5625,58445,14720,1,36,1,5,53577.5
92798,64249.0,1940,140,0,4070,3420,685,1440,1188,1030,31334,9846,1,39,1,4,-26544.0
101612,52093.0,2040,770,4420,3957,3288,677,8640,1968,6060,0,13244,1,33,1,4,4455.0
83407,91363.5,3000,1600,3744,2610,4104,185,2280,2160,1850,20092,5340,1,39,1,5,-54921.5
84163,48665.0,2910,630,0,1682,2682,3240,2880,336,1425,21950,6808,1,50,1,4,-9045.0
180372,74312.5,3010,8260,0,6069,4476,790,12180,4344,3925,65146,15286,1,33,1,5,-17426.5
83264,43709.5,530,210,3640,2873,3840,1410,1440,492,950,32571,5124,1,36,1,4,-13525.5
35022,25374.0,1060,100,2522,1195,3240,0,960,0,960,3065,744,1,54,1,4,-4198.0
31121,15134.5,0,0,0,500,1620,15,240,0,0,8809,1158,0,36,0,1,3644.5
28328,23980.5,388,0,530,1555,2220,92,1920,1248,380,80,2130,0,46,2,2,-6195.5
68072,38615.0,1590,900,0,2774,1590,498,5160,1500,2400,26942,2052,1,37,3,2,-15949.0
48371,56017.5,1956,780,1170,1085,4440,0,240,0,900,9553,1500,1,54,1,5,-29270.5
35227,18703.0,0,55,1170,605,2400,0,1440,0,0,0,1374,1,34,1,2,9480.0
125333,74933.5,24090,140,7410,6973,4164,695,4320,1740,4600,13294,13064,1,44,1,5,-30090.5
41279,14083.5,0,165,4550,740,1950,0,1080,528,0,14977,1008,1,37,3,1,2197.5
22750,18017.0,0,2730,3536,1675,2250,37,600,1428,0,4746,2604,1,35,3,1,-14873.0
21049,8125.0,0,0,0,975,2100,162,480,0,0,0,2388,0,64,2,1,6819.0
60783,29017.0,0,0,0,2475,2760,390,960,0,0,17879,5680,1,75,1,2,1622.0
135267,72144.0,22560,1365,1989,3599,5400,115,3360,504,8730,45241,12738,1,55,1,4,-42478.0
61711,25348.5,530,165,3744,1080,3960,810,1680,492,500,23804,3220,1,29,1,3,-3622.5
102080,43995.0,4500,140,6305,4155,3540,740,4704,2256,715,0,12014,1,28,1,4,19016.0
514760,100300.5,16460,1755,3965,12102,7560,1194,17856,4032,13860,116175,50386,1,49,1,6,169114.5
44964,27591.5,0,0,0,1030,2040,12,2640,1008,0,15040,2316,0,23,0,1,-6713.5
40465,32044.0,3250,1820,7602,200,1890,600,600,0,0,0,1866,1,27,0,3,-9407.0
102900,49434.0,6360,3770,10860,1340,4050,0,4440,540,2300,0,5208,1,34,1,3,14598.0
1081096,105880.5,97700,0,16290,35951,17400,100,21702,15000,57573,0,114918,1,54,1,4,598581.5
281552,96625.0,18150,1300,8145,2760,5820,3900,3876,2760,10100,11700,11720,1,48,3,5,104696.0
412278,85281.5,19950,3840,0,2995,7260,300,3960,3720,12720,35204,10654,1,44,1,5,226393.5
38400,19562.0,2600,0,0,2325,6312,0,1200,3000,0,0,4854,0,23,1,1,-1453.0
119388,75607.0,6750,0,0,1480,4398,70,4320,840,14100,15565,8072,1,59,1,7,-11814.0
399363,100028.0,9790,0,1991,3628,7428,39354,15474,5100,6830,0,36184,1,34,1,5,173556.0
1012729,197910.5,40340,10220,33666,31123,17358,5200,28998,7800,32946,0,110028,1,30,1,9,497139.5
320012,94896.5,12850,2640,4982,9365,10098,2590,23388,1560,12170,11840,33494,1,48,1,5,100138.5
192935,65736.0,12010,3510,0,9929,5316,112,12006,3000,5360,0,13056,1,32,1,3,62900.0
269834,73098.0,300,0,8145,8325,4980,1706,22374,1440,0,112307,13890,1,59,1,4,23269.0
150725,77308.0,7725,1755,0,7930,5766,1968,8124,1080,4470,13850,8546,1,40,1,4,12203.0
86863,38083.5,16090,300,1170,3630,2466,0,4344,1560,4600,0,3990,1,18,1,1,10629.5
201270,97920.5,11320,3510,0,6393,5586,840,9582,648,1650,33820,11680,1,35,1,8,18320.5
117428,71256.0,1740,0,0,1710,2976,6220,900,1080,500,2384,7932,1,30,1,4,20730.0
191169,59559.5,0,0,312,1980,5034,434,3300,0,2475,89040,5316,1,55,1,6,23718.5
190344,59523.5,0,0,520,1145,3450,280,2820,0,1750,0,4260,1,40,1,6,116595.5
203360,59903.0,0,0,780,1555,2280,416,1860,0,5485,0,3174,1,49,1,5,127907.0
198092,54132.0,0,0,940,1805,3528,310,2460,0,17085,0,3894,1,52,1,7,113938.0
195960,44781.0,0,0,1196,1245,3510,449,2790,0,7470,91750,4416,1,45,1,6,38353.0
243504,67192.5,0,0,520,2935,4344,468,5820,0,3830,99700,4338,1,50,1,11,54356.5
246420,85065.5,0,0,1560,1310,6240,470,1200,0,20730,99802,5532,1,65,1,13,24510.5
165420,60421.0,0,0,260,980,4170,319,2160,0,4735,77680,3246,1,60,1,5,11449.0
188660,53738.5,0,0,260,1110,3600,633,2520,0,16000,0,4146,1,57,1,6,106652.5
189300,56362.5,0,0,1040,1490,4770,380,4380,0,1465,82870,4614,1,55,2,5,31928.5
164802,54463.0,0,0,910,1800,3960,1052,2760,0,3655,0,3054,1,52,1,5,93148.0
205254,67794.5,0,0,390,1650,5604,230,1680,0,0,95380,5796,1,50,1,7,26729.5
214530,73356.5,0,0,0,530,6630,301,1680,0,2470,98910,5154,1,55,1,8,25498.5
162250,54910.0,0,0,0,810,4920,283,2520,0,2270,0,3042,1,48,1,5,93495.0
93776,33755.5,0,0,0,540,3096,506,1020,0,0,42050,942,1,70,1,2,11866.5
171545,55244.5,0,0,0,640,5280,230,1440,0,2995,39720,3216,1,50,1,5,62779.5
227524,66315.5,0,0,0,480,5334,395,1680,0,17420,106650,3906,1,50,1,7,25343.5
180400,66439.5,0,0,416,805,5910,513,1020,0,2860,0,4008,1,50,1,7,98428.5
194580,66173.5,0,0,3258,340,5460,729,2280,0,15180,0,3462,1,50,1,6,97697.5
202692,59704.0,2300,0,1244,1735,5100,406,2700,0,2779,91350,2994,1,38,1,6,32380.0
197085,47364.5,0,0,2694,2035,4800,673,1980,660,22880,87600,3750,1,42,1,6,22648.5
221868,59057.5,0,0,1810,2210,5100,405,2100,0,1030,18410,4242,1,36,1,6,127503.5
547274,113025.0,0,0,1534,6280,14430,989,15960,5580,74850,40410,5970,1,45,1,6,268246.0
180590,53359.0,0,0,2715,1580,4680,319,2640,0,680,79540,4296,0,52,2,6,30781.0
200910,55098.0,0,0,3599,1668,3690,722,1800,0,1280,87225,3030,1,40,1,6,42798.0
197225,45734.0,0,0,1086,1785,4350,403,1560,0,710,87270,4464,1,34,1,6,49863.0
175460,54598.0,0,0,2172,2490,3360,500,2940,0,430,75690,2850,1,42,1,6,30430.0
350750,73258.0,0,0,8124,2020,3990,2068,3420,2250,550,65260,6528,1,54,1,6,183282.0
195835,55916.5,0,0,780,1590,4050,488,3060,0,2480,86860,3870,1,40,1,6,36740.5
188270,54519.5,0,0,1063,1815,4980,559,2040,300,0,82950,4830,1,50,1,6,35213.5
220710,70383.5,0,0,832,2180,4710,625,6540,660,2005,100870,3144,1,36,1,6,28760.5
225190,77733.0,0,0,1144,2285,4416,586,5220,660,4450,102540,4260,1,42,1,6,21896.0
214000,63499.5,0,0,2382,1765,3510,358,3120,0,15260,95950,4902,1,45,1,6,23253.5
193345,60398.0,0,0,1810,2560,5790,435,1440,0,0,87450,3654,1,56,1,6,29808.0
172706,44236.5,0,0,905,1395,5130,452,2400,0,4480,77740,3270,1,40,1,6,32697.5
243070,79811.0,0,0,4015,920,7662,278,2520,1500,2300,108880,7206,1,38,1,7,27978.0
213916,60696.5,0,0,4525,830,4050,419,2490,0,0,97790,2736,1,34,1,3,40379.5
